dateObj	itemsObj	Nodes	JSHeapUsedSize	totalMessagesMiniMongo
12-11-2019 14:40:55	552	17803	50516936	555
12-11-2019 14:42:00	642	19638	41507592	645
12-11-2019 14:43:00	724	21271	75735392	727
12-11-2019 14:44:00	797	22730	76314824	800
12-11-2019 14:45:00	862	24078	115278080	865
12-11-2019 14:46:05	919	25226	48896680	922
12-11-2019 14:47:05	978	26352	59978968	981
