dateObj	totalMsgsMiniMongoObj	totalMsgsDomObj	JSHeapUsedSize	totalDomNodes
24/11/2019 12:02:19	1604	1604	131834464	37498
24/11/2019 12:03:19	1627	1627	182976800	38055
24/11/2019 12:04:20	1650	1650	92259024	38306
24/11/2019 12:05:21	1673	1673	120707336	38777
24/11/2019 12:06:21	1696	1696	164160720	39318
24/11/2019 12:07:22	1719	1718	68743552	39625
24/11/2019 12:08:24	1741	1741	106481744	40140
24/11/2019 12:09:25	1763	1763	133291120	40727
24/11/2019 12:10:25	1785	1785	172794600	41171
24/11/2019 12:11:25	1806	1806	54663416	41395
24/11/2019 12:12:26	1827	1827	94758384	41855
24/11/2019 12:13:26	1848	1848	130941680	42364
24/11/2019 12:14:27	1869	1869	157637832	42834
24/11/2019 12:15:29	1888	1888	177858120	43193
24/11/2019 12:16:30	1908	1908	57551656	43440
24/11/2019 12:17:33	1929	1929	92848760	43932
24/11/2019 12:18:34	1949	1949	127988696	44332
24/11/2019 12:19:34	1969	1969	152753408	44739
24/11/2019 12:20:34	1989	1989	180548816	45257
24/11/2019 12:21:35	2009	2008	64827688	45631
24/11/2019 12:22:37	2027	2027	81162240	45873
24/11/2019 12:23:38	2047	2047	117631928	46280
24/11/2019 12:24:39	2066	2066	157500704	46749
24/11/2019 12:25:40	2085	2085	187497632	47155
24/11/2019 12:26:41	2104	2104	57161072	47578
24/11/2019 12:27:43	2122	2122	68905392	47697
24/11/2019 12:28:43	2141	2141	95364944	48119
24/11/2019 12:29:44	2159	2159	115029656	48504
24/11/2019 12:30:45	2174	2174	108251400	48832
24/11/2019 12:31:46	2191	2191	136754408	49181
24/11/2019 12:32:48	2208	2208	140609704	49587
24/11/2019 12:33:49	2226	2226	152682112	49891
24/11/2019 12:34:49	2243	2243	224729208	50379
24/11/2019 12:35:50	2260	2260	65161824	50703
24/11/2019 12:36:53	2276	2276	61778856	50761
24/11/2019 12:37:53	2293	2293	72250408	51117
24/11/2019 12:38:54	2309	2309	67031664	51441
24/11/2019 12:39:55	2327	2326	89538264	51826
24/11/2019 12:40:58	2343	2343	84764736	52127
24/11/2019 12:42:01	2361	2361	156302904	52593
24/11/2019 12:43:01	2377	2377	184318960	52989
24/11/2019 12:44:02	2393	2393	189650936	53335
24/11/2019 12:45:03	2409	2409	197784336	53591
24/11/2019 12:46:04	2425	2425	196961312	53899
24/11/2019 12:47:05	2441	2441	208920256	54288
24/11/2019 12:48:06	2456	2456	205795568	54591
24/11/2019 12:49:06	2471	2471	200558576	54854
24/11/2019 12:50:07	2487	2487	214962464	55221
24/11/2019 12:51:08	2502	2502	208834808	55510
24/11/2019 12:52:10	2517	2517	208547520	55795
24/11/2019 12:53:11	2532	2532	204528936	56148
24/11/2019 12:54:11	2547	2547	214119720	56406
24/11/2019 12:55:13	2562	2562	204671872	56672
24/11/2019 12:56:14	2577	2577	209134072	56958
24/11/2019 12:57:15	2592	2592	210978768	57319
24/11/2019 12:58:17	2606	2606	191536216	57586
24/11/2019 12:59:17	2621	2621	189053136	57887
24/11/2019 01:00:19	2636	2636	197769608	58125
24/11/2019 01:01:21	2650	2650	182770792	58429
24/11/2019 01:02:22	2665	2665	188150680	58717
24/11/2019 01:03:23	2679	2679	180757872	58950
24/11/2019 01:04:24	2693	2693	162926584	59262
24/11/2019 01:05:25	2707	2707	144654344	59517
24/11/2019 01:06:26	2722	2722	150358152	59833
24/11/2019 01:07:28	2735	2735	138140904	60103
24/11/2019 01:08:30	2750	2750	139266880	60325
24/11/2019 01:09:31	2765	2764	141037776	60614
24/11/2019 01:10:34	2778	2778	65090888	60776
24/11/2019 01:11:35	2792	2792	69907248	61349
24/11/2019 01:12:38	2806	2806	259299328	61584
24/11/2019 01:13:39	2820	2820	228865832	61900
24/11/2019 01:14:41	2833	2833	227315344	62172
24/11/2019 01:15:43	2847	2847	220676032	62382
24/11/2019 01:16:46	2860	2860	194192360	62595
24/11/2019 01:17:48	2873	2873	214021888	62992
24/11/2019 01:18:49	2887	2887	215674168	63164
24/11/2019 01:19:51	2900	2900	195790696	63430
24/11/2019 01:20:52	2913	2913	188513360	63670
24/11/2019 01:21:53	2926	2926	156928176	63955
24/11/2019 01:22:53	2938	2938	123141112	64110
24/11/2019 01:23:54	2951	2951	119796536	64318
24/11/2019 01:24:55	2965	2964	105643944	64539
24/11/2019 01:25:58	2977	2977	65431520	64785
24/11/2019 01:26:59	2992	2991	248496512	65355
24/11/2019 01:28:03	3005	3005	225188808	65494
24/11/2019 01:29:05	3018	3018	219118560	65803
24/11/2019 01:30:07	3031	3031	211174792	66020
24/11/2019 01:31:08	3043	3043	164215120	66229
24/11/2019 01:32:10	3056	3056	146519568	66456
24/11/2019 01:33:14	3069	3069	142471312	66677
24/11/2019 01:34:16	3082	3082	118397152	66883
24/11/2019 01:35:19	3095	3094	98096592	67133
24/11/2019 01:36:22	3107	3107	89927256	67606
24/11/2019 01:37:24	3120	3120	84123336	67855
24/11/2019 01:38:26	3132	3132	251278240	68084
24/11/2019 01:39:26	3144	3144	210952480	68292
24/11/2019 01:40:27	3159	3159	174079544	68591
24/11/2019 01:41:29	3171	3171	112888808	68685
24/11/2019 01:42:29	3183	3183	83834672	68893
24/11/2019 01:43:30	3195	3195	262333112	69394
24/11/2019 01:44:30	3207	3207	230303064	69527
24/11/2019 01:45:32	3219	3219	203824432	69793
24/11/2019 01:46:34	3230	3230	169260288	69967
24/11/2019 01:47:35	3242	3242	138701416	70111
24/11/2019 01:48:38	3253	3253	84156168	70306
24/11/2019 01:49:39	3265	3265	78186400	70765
24/11/2019 01:50:40	3277	3277	253618920	71012
24/11/2019 01:51:44	3289	3289	236660400	71202
24/11/2019 01:52:48	3301	3301	218243880	71430
24/11/2019 01:53:51	3312	3312	161619592	71588
24/11/2019 01:54:53	3323	3323	130357592	71739
24/11/2019 01:55:56	3334	3334	80223400	72169
24/11/2019 01:56:59	3345	3345	257826128	72342
24/11/2019 01:58:01	3356	3356	202710272	72499
24/11/2019 01:59:03	3367	3367	166714424	72661
24/11/2019 02:00:04	3377	3377	120082208	72833
24/11/2019 02:01:07	3389	3389	85857888	73319
24/11/2019 02:02:08	3399	3399	232884928	73397
24/11/2019 02:03:11	3410	3410	178879464	73579
24/11/2019 02:04:11	3419	3419	104681200	73623
24/11/2019 02:05:12	3431	3431	293547712	74032
24/11/2019 02:06:13	3443	3442	248224256	74291
24/11/2019 02:07:19	3454	3454	218752584	74444
24/11/2019 02:08:21	3465	3465	167210720	74605
24/11/2019 02:09:21	3475	3475	108290384	74770
24/11/2019 02:10:24	3486	3486	274702008	75276
24/11/2019 02:11:26	3495	3495	208718936	75265
24/11/2019 02:12:28	3505	3505	136283968	75406
24/11/2019 02:13:28	3515	3515	73601056	75519
24/11/2019 02:14:28	3526	3526	272728624	75941
24/11/2019 02:15:29	3536	3536	219584248	76111
24/11/2019 02:16:30	3547	3547	167463928	76244
24/11/2019 02:17:33	3559	3558	137195336	76448
24/11/2019 02:18:38	3569	3569	75290480	76929
24/11/2019 02:19:41	3580	3580	260258216	77014
24/11/2019 02:20:41	3590	3590	207788224	77162
24/11/2019 02:21:42	3601	3601	172638656	77332
24/11/2019 02:22:42	3611	3611	107412664	77465
24/11/2019 02:23:45	3623	3623	107704184	77715
24/11/2019 02:24:46	3632	3632	150094112	78006
24/11/2019 02:25:47	3644	3644	115628048	78125
24/11/2019 02:26:50	3655	3654	279539256	78528
24/11/2019 02:27:55	3665	3665	220397520	78712
24/11/2019 02:28:56	3676	3676	192496928	78874
24/11/2019 02:30:00	3689	3688	135134272	78979
24/11/2019 02:31:06	3699	3699	79998728	79173
24/11/2019 02:32:07	3710	3709	269982016	79632
24/11/2019 02:33:11	3720	3720	193810344	79813
24/11/2019 02:34:13	3731	3731	156395136	79937
24/11/2019 02:35:15	3742	3741	107942248	80040
24/11/2019 02:36:20	3752	3752	290173624	80504
24/11/2019 02:37:22	3761	3761	215943392	80607
24/11/2019 02:38:23	3771	3771	150712144	80743
24/11/2019 02:39:24	3782	3782	87436144	80875
24/11/2019 02:40:26	3792	3792	258233648	81279
24/11/2019 02:41:27	3802	3802	198014432	81396
24/11/2019 02:42:29	3812	3812	139828224	81509
24/11/2019 02:43:33	3821	3821	296842120	81913
24/11/2019 02:44:37	3831	3831	239247968	82026
24/11/2019 02:45:38	3840	3840	155696896	82118
24/11/2019 02:46:39	3850	3850	117799008	82259
24/11/2019 02:47:43	3860	3860	278153864	82675
24/11/2019 02:48:45	3870	3870	228716552	82765
24/11/2019 02:49:47	3879	3879	148789976	82907
24/11/2019 02:50:47	3888	3888	79292560	83004
24/11/2019 02:51:48	3897	3897	248584520	83345
24/11/2019 02:52:50	3908	3907	192492752	83475
24/11/2019 02:53:54	3917	3917	114635616	83569
24/11/2019 02:54:54	3926	3926	285468600	83997
24/11/2019 02:55:54	3935	3935	203292512	84064
24/11/2019 02:56:54	3944	3944	138674432	84146
24/11/2019 02:57:56	3953	3953	300007768	84586
24/11/2019 02:58:57	3962	3962	217327072	84612
24/11/2019 03:00:00	3972	3972	149354080	84693
24/11/2019 03:01:02	3981	3981	307908840	85074
24/11/2019 03:02:04	3990	3990	238131384	85177
24/11/2019 03:03:07	4001	4000	162451432	85313
24/11/2019 03:04:14	4010	4010	91293296	85703
24/11/2019 03:05:17	4019	4019	253364776	85774
24/11/2019 03:06:20	4028	4028	203174328	85921
24/11/2019 03:07:23	4038	4038	129830096	85981
24/11/2019 03:08:26	4047	4047	297321496	86379
24/11/2019 03:09:27	4056	4056	228559984	86498
24/11/2019 03:10:31	4065	4065	146869064	86606
24/11/2019 03:11:35	4074	4074	309925424	87018
24/11/2019 03:12:38	4083	4083	228687888	87037
24/11/2019 03:13:41	4092	4092	149813288	87134
