dateObj	domDurationObj	totalMsgsMiniMongoObj	totalMsgsObj	Nodes	JSHeapUsedSize
19/11/2019 06:34:58	1,982	2564	2562	57033	73399408
19/11/2019 06:35:02	0,743	2564	2564	56919	109252192
19/11/2019 06:35:32	0,396	2568	2568	57035	83336880
19/11/2019 06:36:03	0,102	2570	2570	57223	70592024
19/11/2019 06:36:07	2,679	2571	2571	57033	90369656
19/11/2019 06:36:39	3,112	2576	2576	57227	101930664
19/11/2019 06:37:07	1,234	2580	2580	57397	75787696
19/11/2019 06:37:09	0,009	2580	2580	57241	89834560
19/11/2019 06:37:40	0,041	2583	2583	57365	87213960
19/11/2019 06:38:09	0,064	2588	2588	57559	75739768
19/11/2019 06:38:10	0,076	2588	2588	57375	92564984
19/11/2019 06:38:41	0,028	2590	2590	57511	90806992
19/11/2019 06:39:12	1,333	2596	2596	57567	87117128
19/11/2019 06:39:15	3,214	2596	2596	57749	70612528
19/11/2019 06:39:45	1,935	2600	2600	57735	71412192
19/11/2019 06:40:14	0,082	2604	2604	57699	77016376
19/11/2019 06:40:16	0,009	2604	2604	57885	64038728
19/11/2019 06:40:52	2,734	2609	2609	57943	71567912
19/11/2019 06:41:15	0,008	2611	2611	57845	100512200
19/11/2019 06:41:18	0,156	2611	2611	58025	59975376
19/11/2019 06:41:58	2,661	2618	2618	58047	71510368
19/11/2019 06:42:22	2,340	2620	2620	58023	77248840
19/11/2019 06:42:23	2,382	2620	2620	58207	60418760
19/11/2019 06:43:02	1,871	2624	2624	58199	91980184
19/11/2019 06:43:26	2,312	2629	2629	58231	77544624
19/11/2019 06:43:26	1,415	2629	2629	58417	76730552
19/11/2019 06:44:04	0,055	2632	2631	58361	97067976
19/11/2019 06:44:28	0,565	2638	2638	58413	81172272
19/11/2019 06:44:34	2,987	2638	2638	58600	90472520
19/11/2019 06:45:08	0,043	2640	2640	58523	90068888
19/11/2019 06:45:36	0,728	2645	2644	58568	100442632
19/11/2019 06:45:43	4,901	2646	2645	58789	85072352
19/11/2019 06:46:10	0,094	2649	2649	58727	74662400
19/11/2019 06:46:42	1,415	2652	2652	58697	78339784
19/11/2019 06:46:49	0,018	2652	2652	58935	73217456
19/11/2019 06:47:17	3,494	2657	2657	58891	84721520
19/11/2019 06:47:44	0,010	2660	2660	58891	99956144
19/11/2019 06:47:50	0,066	2660	2660	59069	62686032
19/11/2019 06:48:23	1,636	2665	2665	59051	73160816
19/11/2019 06:48:50	2,975	2669	2669	59043	98367872
19/11/2019 06:48:53	0,380	2669	2669	59277	61637512
19/11/2019 06:49:28	1,656	2672	2672	59169	104394152
19/11/2019 06:49:58	2,711	2677	2675	59185	98374432
19/11/2019 06:50:06	2,383	2678	2676	59409	77300008
19/11/2019 06:50:32	0,180	2680	2680	59359	99425072
19/11/2019 06:51:04	1,263	2683	2683	59327	100685160
19/11/2019 06:51:24	1,507	2687	2685	59592	85163080
19/11/2019 06:51:42	1,924	2689	2689	59485	73802080
19/11/2019 06:52:06	0,010	2691	2691	59463	95005016
19/11/2019 06:52:30	2,630	2694	2694	59731	69479832
19/11/2019 06:52:48	0,468	2697	2695	59655	84361424
19/11/2019 06:53:11	2,486	2700	2700	59671	104678984
19/11/2019 06:53:35	0,217	2702	2702	59947	68095912
19/11/2019 06:53:55	0,540	2704	2704	59815	74098856
19/11/2019 06:54:12	0,367	2707	2707	59841	110687984
19/11/2019 06:54:40	1,765	2711	2710	60161	70180496
19/11/2019 06:54:57	0,127	2711	2711	59987	87392704
19/11/2019 06:55:14	0,009	2712	2712	59939	80249440
19/11/2019 06:55:49	3,183	2718	2718	60219	73504424
19/11/2019 06:56:01	3,078	2720	2720	60141	87054416
19/11/2019 06:56:15	0,008	2721	2721	60095	78851232
19/11/2019 06:56:59	0,512	2726	2724	60384	89390208
19/11/2019 06:57:03	0,010	2726	2726	60263	73778784
19/11/2019 06:57:18	0,126	2728	2728	60237	78826920
19/11/2019 06:58:03	0,556	2732	2732	60527	62666040
19/11/2019 06:58:05	0,110	2732	2732	60409	74400664
19/11/2019 06:58:24	1,104	2736	2735	60355	79963816
19/11/2019 06:59:05	0,466	2740	2740	60691	72235328
19/11/2019 06:59:07	0,070	2740	2740	60627	102097368
19/11/2019 06:59:29	0,556	2742	2742	60525	88927856
19/11/2019 07:00:14	0,774	2748	2746	60684	91588960
19/11/2019 07:00:12	3,746	2748	2746	60856	95938776
19/11/2019 07:00:34	0,887	2750	2750	60661	102401296
19/11/2019 07:01:16	0,009	2754	2754	60829	74614480
19/11/2019 07:01:18	0,009	2754	2754	60947	63925384
19/11/2019 07:01:47	2,985	2758	2758	60851	91209712
19/11/2019 07:02:17	0,058	2762	2762	60965	76512680
19/11/2019 07:02:26	4,287	2763	2763	61103	63370864
19/11/2019 07:02:49	0,053	2764	2764	60943	80922512
19/11/2019 07:03:20	0,143	2769	2769	61135	95702536
19/11/2019 07:03:35	3,387	2772	2771	61339	83604808
19/11/2019 07:03:53	1,690	2773	2773	61151	80895152
19/11/2019 07:04:25	2,189	2776	2776	61303	94781120
19/11/2019 07:04:45	1,677	2779	2779	61505	64056880
19/11/2019 07:04:56	1,604	2781	2780	61317	110517144
19/11/2019 07:05:26	0,065	2783	2783	61393	90414712
19/11/2019 07:05:51	1,806	2787	2785	61620	88590400
19/11/2019 07:06:02	0,188	2787	2787	61435	82392992
19/11/2019 07:06:29	0,847	2792	2792	61599	82269144
19/11/2019 07:06:59	0,144	2795	2793	61737	66964440
19/11/2019 07:07:09	1,140	2795	2795	61575	90491904
19/11/2019 07:07:33	0,523	2797	2797	61733	89117760
19/11/2019 07:08:13	0,627	2803	2803	61763	105897696
19/11/2019 07:08:17	4,761	2803	2803	61939	78039216
19/11/2019 07:08:36	0,009	2804	2804	61871	88624304
19/11/2019 07:09:17	1,349	2809	2809	61909	101533536
19/11/2019 07:09:24	2,654	2810	2810	62081	64725256
19/11/2019 07:09:39	1,208	2812	2811	61961	103097960
19/11/2019 07:10:24	2,810	2816	2816	61997	81798216
19/11/2019 07:10:26	0,328	2817	2816	62201	93671896
19/11/2019 07:10:46	0,072	2819	2819	62123	88992704
19/11/2019 07:11:30	2,749	2823	2823	62141	101204296
19/11/2019 07:11:35	1,353	2823	2823	62373	88889344
19/11/2019 07:11:52	3,435	2825	2825	62271	82910712
19/11/2019 07:12:38	1,269	2830	2830	62335	104417912
19/11/2019 07:12:39	1,180	2830	2830	62569	85528784
19/11/2019 07:12:55	0,942	2831	2831	62405	90479248
19/11/2019 07:13:43	1,967	2836	2835	62472	119322552
19/11/2019 07:13:44	2,536	2837	2835	62621	81986472
19/11/2019 07:14:05	4,446	2840	2839	62608	113217824
19/11/2019 07:14:55	1,278	2843	2843	62579	101046944
19/11/2019 07:14:57	2,077	2843	2843	62783	92195648
19/11/2019 07:15:11	0,136	2844	2844	62699	97736632
19/11/2019 07:15:55	0,032	2837	2837	62178	153506136
19/11/2019 07:16:03	2,702	2850	2850	62749	91155384
19/11/2019 07:16:04	2,395	2850	2850	62949	81715040
19/11/2019 07:16:12	0,010	2850	2850	62809	97018864
19/11/2019 07:16:57	0,008	2854	2854	62703	113011408
19/11/2019 07:17:11	2,583	2855	2855	62849	82884880
19/11/2019 07:17:12	2,926	2855	2855	63023	65802784
19/11/2019 07:17:14	0,007	2855	2855	62911	92379680
19/11/2019 07:17:58	0,009	2860	2860	62889	332125488
19/11/2019 07:18:17	1,195	2863	2863	63018	83451016
19/11/2019 07:18:17	1,411	2863	2863	63098	95231688
19/11/2019 07:18:19	5,972	2864	2863	63224	98938736
19/11/2019 07:19:02	1,705	2869	2866	63061	174229496
19/11/2019 07:19:19	0,010	2870	2870	63177	98195272
19/11/2019 07:19:20	0,180	2870	2870	63267	92641880
19/11/2019 07:19:28	0,033	2870	2870	63331	77076768
19/11/2019 07:20:13	2,521	2874	2874	63117	88996256
19/11/2019 07:20:21	0,008	2874	2874	63274	99363928
19/11/2019 07:20:22	0,010	2874	2874	63293	81734816
19/11/2019 07:20:36	0,210	2876	2875	63505	78086392
19/11/2019 07:21:14	0,009	2880	2880	63291	154236736
19/11/2019 07:21:28	3,389	2882	2881	63400	96030528
19/11/2019 07:21:29	1,916	2882	2881	63435	78395632
19/11/2019 07:21:45	2,426	2883	2883	63619	66024584
19/11/2019 07:22:19	1,678	2887	2886	63387	107938488
19/11/2019 07:22:47	1,486	2890	2889	63612	96757656
19/11/2019 07:22:49	6,346	2890	2890	63647	91560840
19/11/2019 07:22:51	3,270	2890	2890	63763	75454032
19/11/2019 07:23:27	0,008	2893	2893	63574	192068648
19/11/2019 07:23:51	0,010	2895	2895	63729	111294704
19/11/2019 07:23:51	0,011	2895	2895	63723	78895056
19/11/2019 07:24:01	4,184	2896	2896	63857	78588208
19/11/2019 07:24:28	0,009	2900	2900	63656	110465392
19/11/2019 07:24:55	2,264	2902	2902	63870	110675792
19/11/2019 07:24:55	0,898	2902	2902	63863	80102808
19/11/2019 07:25:08	2,694	2903	2903	63997	66422600
19/11/2019 07:25:34	2,900	2906	2906	63777	123315872
19/11/2019 07:25:59	2,209	2910	2908	63966	96173864
19/11/2019 07:26:00	2,272	2910	2908	64007	96976744
19/11/2019 07:26:10	0,198	2910	2910	64139	66728880
19/11/2019 07:26:40	0,021	2912	2912	63925	106812992
19/11/2019 07:27:11	0,386	2916	2916	64127	106192304
19/11/2019 07:27:12	1,676	2916	2916	64174	103386864
19/11/2019 07:27:13	0,494	2916	2916	64290	94170752
19/11/2019 07:27:45	2,709	2920	2920	64088	111279928
19/11/2019 07:28:15	1,529	2922	2922	64246	84480664
19/11/2019 07:28:15	0,330	2922	2922	64385	89627048
19/11/2019 07:28:16	1,584	2922	2922	64319	79760752
19/11/2019 07:28:49	0,343	2925	2925	64161	96801904
19/11/2019 07:29:20	0,881	2928	2928	64467	79371200
19/11/2019 07:29:21	1,729	2928	2928	64408	84947088
19/11/2019 07:29:23	2,251	2928	2928	64505	67395192
19/11/2019 07:29:54	1,637	2931	2931	64315	120756496
19/11/2019 07:30:27	1,029	2934	2934	64560	84763992
19/11/2019 07:30:27	2,196	2934	2934	64511	78415920
19/11/2019 07:30:28	2,350	2934	2934	64637	66696968
19/11/2019 07:30:55	0,008	2936	2936	64401	90550920
19/11/2019 07:31:31	0,643	2940	2940	64658	100896032
19/11/2019 07:31:32	1,109	2940	2940	64664	103779616
19/11/2019 07:31:34	1,439	2940	2940	64777	76811368
19/11/2019 07:32:02	0,674	2944	2943	64565	104373344
19/11/2019 07:32:36	0,381	2946	2946	64796	96945016
19/11/2019 07:32:36	0,463	2946	2946	64811	111999512
19/11/2019 07:32:38	0,400	2946	2946	64899	90320864
19/11/2019 07:33:11	6,713	2950	2950	64687	95058504
19/11/2019 07:33:46	1,465	2954	2953	64950	91789560
19/11/2019 07:33:48	5,003	2954	2954	64919	79410232
19/11/2019 07:33:51	7,018	2954	2954	65035	75862192
19/11/2019 07:34:13	0,008	2955	2955	64799	87441000
19/11/2019 07:34:50	0,945	2959	2959	65034	91044240
19/11/2019 07:34:51	0,126	2959	2959	65021	81633848
19/11/2019 07:34:58	2,324	2960	2960	65161	80099824
19/11/2019 07:35:17	1,218	2961	2961	64923	110416320
19/11/2019 07:35:52	0,012	2964	2964	65162	93924704
19/11/2019 07:35:54	0,290	2964	2964	65151	100854032
19/11/2019 07:36:06	3,073	2965	2965	65283	68370560
19/11/2019 07:36:23	2,509	2966	2966	65023	88395104
19/11/2019 07:37:05	6,883	2970	2969	65225	80666000
19/11/2019 07:37:10	0,424	2970	2970	65371	71965704
19/11/2019 07:37:09	9,414	2970	2968	65296	109657016
19/11/2019 07:37:25	0,010	2970	2970	65140	103938280
19/11/2019 07:38:15	2,334	2974	2974	65329	92439424
19/11/2019 07:38:17	1,803	2974	2974	65441	68104088
19/11/2019 07:38:27	2,615	2975	2975	65416	107081064
19/11/2019 07:38:28	0,011	2975	2975	65213	100836968
19/11/2019 07:39:22	2,006	2980	2980	65563	68494952
19/11/2019 07:39:22	4,687	2980	2980	65447	80763256
19/11/2019 07:39:29	0,008	2980	2980	65476	83895992
19/11/2019 07:39:30	0,011	2980	2980	65329	101938688
19/11/2019 07:40:24	0,010	2985	2985	65667	84414072
19/11/2019 07:40:24	0,008	2985	2985	65549	82328872
19/11/2019 07:40:37	3,090	2986	2986	65586	98190464
19/11/2019 07:40:39	2,155	2986	2986	65463	104417984
19/11/2019 07:41:33	4,397	2990	2990	65658	97482872
19/11/2019 07:41:37	5,359	2990	2990	65795	87276224
19/11/2019 07:41:43	0,706	2991	2991	65567	114153240
19/11/2019 07:41:44	1,708	2991	2991	65718	107923816
19/11/2019 07:42:41	0,135	2996	2996	65801	98818864
19/11/2019 07:42:41	0,140	2996	2996	65917	82307656
19/11/2019 07:42:49	1,659	2998	2997	65840	117340528
19/11/2019 07:42:50	2,361	2998	2997	65683	111817072
19/11/2019 07:43:48	0,952	3004	3003	65965	102117672
19/11/2019 07:43:48	2,777	3004	3003	66081	97236544
19/11/2019 07:43:55	0,009	3004	3004	65982	107666808
19/11/2019 07:43:56	0,010	3004	3004	65805	105962672
19/11/2019 07:44:57	0,010	3009	3009	66054	87471512
19/11/2019 07:44:57	5,619	3009	3009	66041	97834104
19/11/2019 07:44:58	0,011	3009	3009	65929	87866512
19/11/2019 07:44:59	2,764	3009	3009	66169	68917064
19/11/2019 07:46:01	2,091	3015	3015	66202	87028752
19/11/2019 07:46:02	1,622	3015	3015	66025	89720536
19/11/2019 07:46:02	2,414	3015	3015	66163	97282072
19/11/2019 07:46:02	1,185	3015	3015	66305	89336304
19/11/2019 07:47:07	1,206	3021	3021	66147	89507184
19/11/2019 07:47:08	4,522	3021	3021	66354	103535816
19/11/2019 07:47:09	4,288	3021	3021	66281	81845656
19/11/2019 07:47:10	4,583	3021	3021	66451	69227288
