secondsToInitiallyLoadMessages
0,002	
0,002	
0,007	
0,005	
0,061	
0,009	
0,193	
0,018	
0,069	
0,022	
0,004	
0,941	
0,478	
0,088	
0,232	
0,004	
0,476	
0,057	
0,538	
0,009	
0,190	
0,055	
0,298	
0,512	
0,076	
0,516	
0,473	
0,316	
0,321	
0,035	
0,863	
0,501	
1,616	
0,039	
0,825	
0,409	
0,037	
0,807	
0,974	
0,206	
1,601	
0,421	
1,736	
1,280	
0,360	
0,662	
0,057	
0,580	
0,671	
0,070	
1,229	
0,311	
0,712	
0,617	
0,065	
0,322	
1,146	
0,833	
0,316	
0,046	
1,572	
0,208	
1,420	
0,039	
1,151	
1,365	
1,460	
2,138	
0,052	
1,294	
0,243	
0,109	
0,091	
0,191	
0,368	
3,870	
0,110	
0,606	
0,762	
0,310	
0,708	
0,759	
1,776	
0,210	
0,223	
0,232	
4,252	
1,538	
0,200	
2,270	
0,226	
0,526	
0,043	
1,833	
1,850	
2,665	
1,961	
1,491	
0,737	
2,667	
0,691	
1,797	
2,710	
2,570	
1,921	
1,596	
0,205	
0,131	
1,999	
0,250	
2,206	
0,134	
3,557	
2,806	
0,313	
0,346	
0,173	
0,038	
1,757	
2,051	
2,694	
0,776	
0,152	
1,079	
2,823	
3,711	
0,068	
0,058	
2,169	
0,825	
1,667	
2,001	
5,272	
0,067	
0,151	
0,193	
3,865	
0,255	
2,172	
3,258	
2,184	
2,507	
3,617	
0,991	
2,021	
2,979	
3,366	
0,926	
0,059	
3,363	
0,245	
4,032	
0,294	
1,154	
2,990	
3,233	
3,145	
2,723	
4,712	
0,301	
7,902	
5,092	
2,327	
4,309	
0,138	
3,567	
2,404	
2,539	
3,880	
2,482	
3,832	
0,847	
2,580	
0,791	
2,938	
7,741	
3,572	
1,036	
6,577	
0,286	
1,292	
5,242	
3,081	
5,918	
3,758	
0,250	
7,227	
3,104	
6,890	
3,712	
3,772	
7,590	
7,731	
7,144	
1,286	
2,658	
4,196	
3,810	
5,143	
5,079	
5,930	
4,962	
3,623	
4,302	
2,411	
3,323	
5,494	
1,505	
3,044	
6,426	
1,080	
6,353	
4,079	
1,409	
6,545	
3,979	
4,308	
4,130	
3,703	
8,895	
8,421	
4,095	
8,271	
0,953	
1,264	
6,003	
5,878	
3,941	
6,690	
4,520	
4,063	
4,176	
4,300	
5,298	
7,226	
4,570	
4,138	
5,572	
5,442	
6,476	
4,419	
4,283	
1,365	
10,112	
1,003	
5,688	
0,338	
4,520	
8,006	
6,258	
7,059	
2,186	
6,356	
2,096	
2,875	
